GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,ESTAB,ESTAB_S,EMP,EMP_S,PAYANN,PAYANN_S,BENEFIT,BENEFIT_S,BENLGL,BENVOL,EMPSMCD,EMPSMCD_S,EMPQ1CW,EMPQ2CW,EMPQ3CW,EMPQ4CW,EMPSMOD,EMPSMOD_S,EMPQ1OC,EMPQ2OC,EMPQ3OC,EMPQ4OC,PAYANOC,PAYANOC_S,HOURS,HOURS_S,PAYANCW,PAYANCW_S,PAYQTR1,PAYQTR1_S,CSTCMT,CSTMPRT,CSTMPRT_S,CSTSCNT,CSTSCNT_S,CSTEFT,CSTEFT_S,CSTFUGT,CSTFUNG,CSTFUON,CSTFUOF,CSTFUOT,CSTELEC,CSTELEC_S,RCPTOT,RCPTOT_S,RCPCWRK,RCPCWRK_S,RCPCGDL,FEDDL,SLDL,PRIDL,RCPOTH,RCPOTH_S,RCPCCNDL,RCPNCW,RCPNCW_S,VALADD,VALADD_S,INVMATB,INVMATB_S,INVMATE,INVMATE_S,ESTCIN,ESTCIN_S,RCPCIN,RCPCIN_S,ESTCNO,ESTCNO_S,RCPCNO,RCPCNO_S,ESTCNR,ESTCNR_S,RCPCNR,RCPCNR_S,ASTBGN,CEXTOT,CEXTOT_S,ASRET,ASTEND,ASTEND_S,DPRTOT,RPTOT,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
0400000US01,01,Alabama,,237210,Land subdivision,,2012,48,41.5,118,21.9,5932,20.0,757,23.2,432,326,77,26.1,75,79,78,78,41,39.5,40,41,41,42,1760,18.8,155,25.9,4172,27.3,1563,18.7,7632,6454,21.1,1031,36.2,147,33.1,,0,,0,0,,,20855,21.3,20855,21.3,0,0,0,20855,0,,0,19823,21.7,13223,22.0,,,,,0,,0,,47,42.5,,,1,0.0,,,3929,0,,,,,309,0,0,,0,,2891,19.1,0,0,19,0,26,0,0,1,34,2,2808
0400000US01,01,Alabama,,237310,"Highway, street, and bridge construction",,2012,170,13.0,4953,3.0,197753,2.4,50937,2.2,27365,23572,4120,3.0,3791,4168,4344,4175,833,4.7,814,829,860,829,49019,3.9,8184,2.4,148735,2.3,46636,2.0,699149,445930,2.6,191418,3.4,61801,2.5,44345,9181,25826,18520,2093,6182,1.7,1239708,2.2,1211244,2.2,869568,127799,741769,341675,28464,2.8,277844,1019826,2.2,540559,1.9,37546,1.4,40378,1.6,90,21.8,745316,2.4,76,12.6,457259,4.1,4,86.4,8668,86.4,597059,29378,4.6,40907,585530,3.1,67288,13451,3881,5.1,9570,5.5,72815,3.5,2311,5319,,,1974,11327,533,,5452,13130,32267
0400000US01,01,Alabama,,237990,Other heavy and civil engineering construction,,2012,76,18.8,1027,13.4,33177,6.7,6430,7.4,3778,2652,890,15.0,936,963,799,864,137,8.6,132,139,136,140,8044,4.9,1751,15.2,25132,8.2,8384,7.2,102431,49089,4.5,42351,14.8,10990,40.9,8045,32,5905,2141,177,2736,54.8,,,166629,8.4,31156,,,135474,,,22998,124278,7.3,,,,,,,48,22.9,,,29,32.6,,,0,,0,,40850,2101,17.5,,,,4392,15032,7868,56.1,7164,36.5,19418,5.5,817,79,,43,461,5530,1563,,754,1215,8645
0400000US01,01,Alabama,,238110,Poured concrete foundation and structure contractors,,2012,192,22.6,1609,6.5,58266,5.6,9730,6.7,6734,2996,1278,7.4,1452,1252,1281,1125,332,5.4,331,328,327,340,14556,7.7,2390,6.4,43711,6.4,14336,6.6,136580,98051,7.0,33055,11.8,5473,10.6,4877,17,3656,1221,138,442,16.6,237485,7.7,235003,7.7,48433,16306,32127,186570,2482,42.5,120314,201947,7.2,100904,8.0,6401,10.7,6986,17.1,10,31.5,72868,6.3,131,25.9,147233,11.7,52,52.4,14901,16.1,54003,4134,29.2,643,57494,9.0,14700,5428,631,18.4,4797,11.7,16003,17.6,,72,600,,962,1042,122,431,1002,1055,10558
0400000US01,01,Alabama,,238120,Structural steel and precast concrete contractors,,2012,30,38.8,509,8.7,21836,9.3,4756,12.1,3085,1671,393,6.9,388,385,423,374,116,27.0,125,92,124,124,6731,25.5,735,7.9,15105,5.8,5194,9.2,25127,16227,31.6,6899,27.8,2001,12.5,1755,,1472,283,,,,89760,19.2,86854,19.7,8522,1729,6793,78332,2906,15.6,23500,79955,19.0,64634,15.9,1286,22.5,1102,21.4,7,50.8,27233,26.4,12,18.7,44395,12.2,12,95.6,15226,95.6,17890,1155,16.5,,,,3313,2516,277,24.1,2238,13.4,6521,16.9,,,52,248,243,831,,72,241,441,4200
0400000US01,01,Alabama,,238130,Framing contractors,,2012,145,29.3,486,24.7,6932,17.9,1123,18.2,933,190,435,24.3,479,490,453,318,51,39.5,59,52,50,44,1055,27.2,801,23.8,5877,18.4,1776,24.0,10418,6892,25.4,2816,34.3,710,33.4,651,0,,,0,59,20.3,30838,22.9,30838,22.9,0,0,0,30838,0,,11969,28022,24.5,20420,28.3,1131,83.3,200,66.4,8,67.9,7750,66.4,130,32.0,22630,21.4,6,91.6,457,91.6,6137,193,32.1,,,,1011,322,,,,,1806,22.0,,,,,338,,,,292,275,540
0400000US01,01,Alabama,,238140,Masonry contractors,,2012,161,23.6,1245,9.2,46876,6.5,9720,8.0,5903,3817,1064,10.2,1094,1142,1066,956,180,13.6,182,182,176,181,12324,7.9,2010,8.9,34552,7.9,10996,6.4,103155,68057,21.5,31289,35.2,3809,13.0,2789,,2466,323,,,,,,200355,16.0,28600,2306,26294,171755,,,100545,169066,12.8,,,,,1009,2.9,8,8.8,,,150,25.2,130911,24.5,2,0.0,,,33212,1058,23.2,775,33496,14.1,5146,6961,757,22.7,6204,29.8,14229,15.2,,,,,632,806,,1032,3107,710,7139
0400000US01,01,Alabama,,238150,Glass and glazing contractors,,2012,48,29.1,617,8.7,24894,5.3,5012,5.0,3049,1963,472,7.5,458,475,471,484,145,14.1,140,143,152,145,6315,7.0,973,6.8,18578,5.2,5465,6.0,53616,45343,5.7,6949,1.9,1324,18.6,974,,974,0,,304,19.1,111902,6.0,107284,6.3,29745,11490,18255,77539,4619,3.6,56989,100335,6.6,58287,7.2,3671,15.8,3988,16.0,33,40.0,50547,11.7,15,30.6,56737,5.6,0,,0,,25661,769,10.7,8,26423,2.9,3757,3811,1104,26.3,2707,2.9,8270,3.8,235,71,27,33,387,295,152,218,398,1717,4737
0400000US01,01,Alabama,,238160,Roofing contractors,,2012,157,21.3,1353,8.9,43706,6.4,8498,7.5,5565,2933,952,10.5,952,924,962,970,401,9.8,397,407,398,403,16852,7.0,1730,10.5,26854,7.5,10907,6.7,123943,97269,8.9,20881,11.4,5793,11.3,4793,244,4540,253,144,612,17.4,,,208132,9.6,55547,29714,25833,152585,,,63415,187251,9.9,,,4959,18.1,5615,14.3,55,36.6,,,90,28.7,103865,17.8,12,59.2,,,37117,866,5.3,480,37503,9.0,5670,3027,1385,12.6,1642,4.3,13773,12.8,,550,102,,937,613,656,712,1329,1960,6439
0400000US01,01,Alabama,,238170,Siding contractors,,2012,72,22.3,452,6.4,10654,8.4,2050,7.7,1432,618,175,12.9,169,181,182,168,277,5.1,275,276,278,279,5277,10.2,324,14.2,5378,11.4,2314,9.4,48774,34595,23.1,12738,29.9,1441,12.4,1209,5,1158,50,0,227,22.5,69036,18.3,64380,19.6,1209,,,63171,4656,5.3,15206,51642,17.4,20262,10.4,575,19.2,624,16.9,22,31.6,24805,31.0,51,28.8,39575,25.2,0,,0,,10236,372,66.9,,,,2929,1157,1024,31.8,133,25.7,5341,21.4,,188,,,382,192,104,1054,184,2200,972
0400000US01,01,Alabama,,238190,"Other foundation, structure, and building exterior contractors",,2012,32,44.1,646,9.0,26384,6.2,5948,6.4,3791,2157,448,6.4,419,466,454,455,198,23.6,198,196,200,197,6902,15.8,847,6.0,19482,4.8,7125,5.3,26406,17957,9.4,5699,35.9,2750,33.9,2480,36,2363,117,4,229,12.0,76731,11.5,76731,11.5,,0,,,0,,11236,71031,9.7,50325,9.0,2060,33.4,2118,34.6,6,44.0,,,25,56.1,28621,29.3,1,0.0,,,27046,3435,41.2,114,30367,25.1,1760,1566,,,,,7449,34.5,0,38,,73,244,775,122,,173,1469,4521
0400000US01,01,Alabama,,238210,Electrical contractors and other wiring installation contractors,,2012,735,10.4,10122,3.8,410255,2.8,101920,3.1,52899,49021,7968,3.9,7887,7962,8074,7946,2154,6.6,2167,2176,2149,2125,119301,4.1,15040,3.7,290954,3.0,98737,2.9,550100,474644,3.3,51757,5.6,23700,5.7,19553,624,18514,1039,261,3263,4.2,1254874,3.0,1242049,2.9,303303,97193,206110,938746,12826,19.4,597946,1190292,2.9,704775,3.0,253669,61.8,21963,32.9,175,16.8,524851,4.1,552,12.8,685970,4.3,8,0.0,31228,0.0,171050,20945,26.7,4887,187108,5.3,33256,17399,7369,5.7,10031,3.6,74048,4.1,3447,1663,572,603,6227,3910,1776,2352,6050,6919,40529
0400000US01,01,Alabama,,238220,"Plumbing, heating, and air-conditioning contractors",,2012,1245,9.3,12593,3.5,509258,2.7,111099,2.6,59880,51219,9332,3.5,9100,9391,9646,9190,3261,5.4,3238,3330,3265,3211,165562,3.8,17985,3.5,343696,2.8,116503,2.9,872505,694338,3.1,134516,6.1,43651,5.0,37273,806,34918,2355,609,4964,9.3,1747178,3.0,1732059,3.1,312400,97323,215078,1419658,15119,6.8,691335,1597543,3.1,874672,3.3,29780,9.5,35557,10.8,449,12.9,1214545,3.2,744,13.0,498422,7.1,52,53.0,19092,22.8,306451,30758,10.5,9733,327476,8.3,90750,25098,12780,5.7,12318,7.3,157284,3.9,3545,3780,1917,1787,8295,8229,1983,14064,8613,11732,93339
0400000US01,01,Alabama,,238290,Other building equipment contractors,,2012,74,22.3,2547,4.1,134930,3.5,48399,2.0,15661,32738,1912,3.9,2012,1627,1899,2109,636,9.1,655,640,624,624,34317,7.3,3524,4.3,100612,3.5,35284,3.3,,87088,4.9,24039,20.6,,,4074,,3981,92,,573,17.8,,,383317,5.6,78621,29025,49596,304696,,,122780,359279,4.8,269012,4.7,,,2340,13.0,11,10.9,,,61,26.9,260257,8.1,2,0.0,,,38650,1495,31.0,2112,38033,15.3,5396,12053,1760,7.2,10293,0.8,22819,4.4,,167,,,1277,912,,271,3397,2078,10959
0400000US01,01,Alabama,,238310,Drywall and insulation contractors,,2012,189,18.4,2441,6.5,88267,5.1,19652,5.7,14208,5444,1929,6.1,1980,2080,1892,1766,511,11.5,526,515,515,489,25983,7.1,3564,5.6,62284,5.2,22739,5.5,213571,151045,9.0,53640,16.4,8885,9.8,5193,2759,4965,228,7,926,6.7,350105,9.1,345942,9.1,38441,10012,28430,307501,4163,25.6,194591,292302,8.4,136534,8.9,3340,4.0,10428,1.5,56,19.0,139041,10.3,133,24.9,206901,13.5,0,,0,,38024,1517,20.7,1340,38202,9.0,6262,5795,2567,11.3,3228,14.1,22380,13.0,1623,938,164,231,1159,709,615,447,1979,3141,11375
0400000US01,01,Alabama,,238320,Painting and wall covering contractors,,2012,331,20.1,1787,12.2,43971,9.3,7531,9.2,5627,1903,1531,13.4,1446,1538,1558,1583,256,15.8,258,276,248,240,9769,10.5,2297,10.5,34201,10.7,10847,10.5,48762,29887,11.4,13154,26.5,5721,13.9,5126,16,4192,933,144,435,15.3,143480,10.0,142618,10.0,17355,4788,12567,125263,862,14.2,61972,129464,9.3,94718,9.2,1202,18.2,1118,19.5,136,32.6,,,177,26.3,101274,11.4,18,97.1,,,28878,1952,17.9,668,30163,9.5,5999,2859,1375,20.9,1484,14.1,16331,5.5,,474,,,1150,1226,492,496,1090,1080,8231
0400000US01,01,Alabama,,238330,Flooring contractors,,2012,79,26.6,530,12.4,18933,11.2,3282,10.8,2046,1236,317,16.0,319,332,333,286,212,10.5,210,207,210,221,9317,10.5,595,17.0,9615,16.2,4176,10.2,74521,53147,7.9,19220,11.6,2154,12.3,1661,78,1640,21,23,392,11.0,106591,8.7,104229,7.9,19291,1779,17512,84939,2361,60.9,41168,85009,7.6,32070,11.0,2455,13.9,2493,11.4,51,32.4,90924,8.0,28,46.4,13305,29.3,0,,0,,6504,809,0.0,,,,1417,1343,1240,14.4,103,13.6,6290,4.5,0,49,18,191,384,257,134,524,375,431,3927
0400000US01,01,Alabama,,238340,Tile and terrazzo contractors,,2012,58,32.6,354,12.1,12553,10.1,2134,10.4,1507,627,240,14.4,224,257,254,225,114,15.6,112,116,115,111,5570,10.5,451,14.9,6983,14.1,2731,11.6,,20101,13.5,8129,22.4,,,1137,,1137,0,,211,18.6,,,48038,14.4,,,,,,,33343,39909,13.5,,,1366,5.8,1910,9.0,25,39.3,32896,8.4,33,48.9,15142,41.9,0,,0,,7629,498,13.6,752,7375,16.3,1492,1008,917,23.6,91,6.7,2151,11.4,,17,8,14,248,203,57,,379,361,778
0400000US01,01,Alabama,,238350,Finish carpentry contractors,,2012,187,20.2,967,12.9,25056,12.5,4264,13.3,2526,1739,780,14.5,745,795,805,775,187,14.7,169,202,191,187,5429,11.7,1346,14.6,19628,15.2,5297,13.9,58620,45722,15.2,8228,22.7,4670,28.7,4151,67,4099,52,56,396,12.6,107702,11.7,107576,11.7,23393,7764,15629,84183,125,41.8,45709,99348,11.6,49082,10.6,4762,55.0,5387,48.7,35,21.2,36967,17.2,152,24.3,70609,15.4,0,,0,,15652,1175,47.8,,,,1632,1607,1102,20.9,505,23.7,7435,12.0,1221,250,45,26,548,388,188,936,542,547,2745
0400000US01,01,Alabama,,238390,Other building finishing contractors,,2012,128,28.6,757,15.7,20976,9.9,4347,10.3,2275,2072,587,17.4,601,587,620,539,170,22.2,196,195,144,144,6727,10.5,1091,17.3,14249,12.6,5518,13.0,39297,35438,9.8,2208,21.8,1650,19.4,1285,,,,,343,22.2,76370,11.9,76370,11.9,6509,3521,2987,69862,0,,6474,74162,11.8,37073,14.2,,,301,27.5,41,49.5,,,85,35.5,50616,17.5,1,37.1,,,14397,470,29.5,2344,12523,26.3,1690,501,311,24.5,190,25.0,8699,31.7,3,,26,,506,,87,3633,230,387,3550
0400000US01,01,Alabama,,238910,Site preparation contractors,,2012,468,13.6,5501,4.3,204788,3.1,42581,3.5,24747,17834,4269,4.2,4018,4367,4347,4343,1232,7.5,1264,1198,1227,1241,57748,3.3,8194,3.8,147040,3.7,46049,3.7,473634,260797,4.0,147667,3.9,65171,4.9,58642,95,35228,23414,3089,3346,13.0,965419,3.4,954804,3.4,284111,52116,231995,670693,10616,23.0,343927,807137,3.5,491786,3.7,11349,13.2,12142,12.6,153,20.7,,,294,17.8,484155,4.2,20,87.7,,,611760,44869,8.1,20782,635847,4.6,77400,27470,2792,8.9,24678,4.1,95983,6.3,1606,653,269,386,3398,23883,1884,2972,5699,10896,44337
0400000US01,01,Alabama,,238990,All other specialty trade contractors,,2012,246,16.5,2443,6.6,88155,5.4,16800,5.8,10252,6548,1899,7.2,1944,1956,1885,1809,544,9.7,600,540,524,513,23024,8.0,3382,6.9,65131,5.8,22281,5.6,198684,157488,16.7,27967,25.2,13229,9.2,11749,160,9342,2407,207,1113,14.4,404807,10.7,394383,10.9,86912,37043,49869,307471,10424,13.3,70353,366416,10.8,206122,7.5,17600,3.5,20217,3.8,61,15.6,171613,8.1,174,22.5,205370,19.8,11,51.6,17400,10.6,215057,6420,19.2,2927,218550,5.7,27421,8426,2554,5.8,5872,20.5,43203,7.4,421,273,97,214,1395,4504,249,1704,1702,3875,28769
